Lake,Sample Date,Depth (m),rep,corrected chloro a,uncor. chloro a
KE,5/2/2007,0-2,1,7.069821,8.210000
MO,5/2/2007,0-2,1,0.913304,1.140000
MO,5/2/2007,0-2,1,0.941696,1.172500
MO,5/2/2007,0-8,1,0.979554,1.192500
WA,5/2/2007,0-2,1,2.640536,3.162500
WI,5/3/2007,0-2,1,4.277857,5.050000
WI,5/3/2007,0-2,1,3.776250,4.535000
WI EX,5/3/2007,0-1,1,7.732321,8.995000
WI EX,5/3/2007,0-1,1,5.271607,6.600000
WI EX CT,5/3/2007,0-1,1,4.467143,5.180000
WI EX CT,5/3/2007,0-1,1,4.221071,5.070000
ME,5/14/2007,0-2,1,0.288661,0.307500
ME,5/14/2007,0-2,1,0.283929,0.322500
ME,5/14/2007,0-8,1,0.293393,0.342500
WI,5/15/2007,0-2,1,9.251339,10.512500
WI,5/15/2007,0-2,1,7.618750,9.275000
WI EX,5/15/2007,0-1,1,6.199107,8.512500
WI EX,5/15/2007,0-1,1,5.181696,7.312500
WI EX CT,5/15/2007,0-1,1,7.027232,8.687500
WI EX CT,5/15/2007,0-1,1,12.634821,15.112500
FI,5/18/2007,0-2,1,3.605893,4.160000
FI,5/18/2007,0-2,1,3.553839,4.065000
KE,5/21/2007,0-2,1,1.698839,2.032500
MO,5/21/2007,0-2,1,2.167321,2.522500
MO,5/21/2007,0-2,1,2.508036,2.865000
MO,5/21/2007,0-8,1,2.091607,2.465000
WA,5/21/2007,0-2,1,1.930714,2.252500
ME,5/29/2007,0-2,1,0.671964,0.832500
ME,5/29/2007,0-2,1,0.837589,1.047500
ME,5/29/2007,0-8,1,1.244554,1.682500
MO,5/29/2007,0-2,1,3.956071,4.632500
MO,5/29/2007,0-8,1,3.837768,4.672500
WI,5/30/2007,0-2,1,7.934226,8.925000
WI,5/30/2007,0-2,1,9.164583,10.108333
WI EX,5/30/2007,0-1,1,5.631250,7.050000
WI EX,5/30/2007,0-1,1,5.347321,6.683333
WI EX CT,5/30/2007,0-1,1,7.792262,8.775000
WI EX CT,5/30/2007,0-1,1,7.571429,8.550000
KE,5/31/2007,0-2,1,4.680089,5.197500
WA,5/31/2007,0-2,1,1.959107,2.317500
FI,6/1/2007,0-2,1,5.786735,6.332143
FI,6/1/2007,0-2,1,5.232398,5.821429
MUD LK,6/1/2007,0-2,1,93.507143,101.800000
ME,6/11/2007,0,1,5.716429,7.165000
ME,6/11/2007,2,1,5.072857,5.860000
ME,6/11/2007,4,1,1.760357,2.015000
ME,6/11/2007,6,1,0.813929,1.145000
ME,6/11/2007,8,1,0.615179,0.917500
ME,6/11/2007,10,1,0.250804,0.377500
ME,6/11/2007,12,1,0.690893,1.115000
ME,6/11/2007,0-2,1,7.798571,9.605000
ME,6/11/2007,0-2,1,6.719643,7.185000
ME,6/11/2007,0-8,1,3.951339,4.377500
MO,6/11/2007,0,1,3.019107,3.485000
MO,6/11/2007,2,1,2.271429,2.560000
MO,6/11/2007,4,1,3.937143,4.362500
MO,6/11/2007,6,1,2.351875,2.710000
MO,6/11/2007,8,1,1.911786,2.305000
MO,6/11/2007,10,1,1.495357,1.992500
MO,6/11/2007,12,1,1.003214,1.425000
MO,6/11/2007,0-2,1,3.629554,4.032500
MO,6/11/2007,0-2,1,3.724196,4.075000
MO,6/11/2007,0-8,1,3.904018,4.245000
FI,6/12/2007,0,1,2.372832,2.728571
FI,6/12/2007,2,1,2.568878,2.957143
FI,6/12/2007,4,1,7.240179,8.192857
FI,6/12/2007,6,1,5.076913,5.846429
FI,6/12/2007,7,1,3.792474,4.603571
FI,6/12/2007,8,1,2.480995,3.192857
FI,6/12/2007,9,1,2.704082,3.489286
FI,6/12/2007,10,1,2.744643,3.617857
FI,6/12/2007,11,1,1.284439,1.896429
FI,6/12/2007,12,1,2.182701,2.996875
FI,6/12/2007,0-2,1,2.582398,2.996429
FI,6/12/2007,0-2,1,1.926658,2.289286
KE,6/13/2007,0-2,1,3.927679,4.633333
WA,6/13/2007,0-2,1,2.734127,3.030556
WI,6/13/2007,0,1,6.230655,6.925000
WI,6/13/2007,1,1,3.091667,3.500000
WI,6/13/2007,2,1,9.353869,10.666667
WI,6/13/2007,0-2,1,6.625000,7.391667
WI,6/13/2007,0-2,1,7.366369,8.091667
WI EX,6/13/2007,0-1,1,4.826786,5.866667
WI EX,6/13/2007,0-1,1,7.224405,8.758333
WI EX CT,6/13/2007,0-1,1,4.763690,5.458333
WI EX CT,6/13/2007,0-1,1,6.419940,7.141667
ME,6/25/2007,0-2,1,9.310491,9.912500
ME,6/25/2007,0-2,1,7.133705,7.893750
ME,6/25/2007,0-8,1,4.862277,5.268750
MO,6/25/2007,0-2,1,4.069643,4.411111
MO,6/25/2007,0-2,1,4.101190,4.419444
MO,6/25/2007,0-8,1,3.396627,3.727778
KE,6/26/2007,0-2,1,5.846825,6.247222
WA,6/26/2007,0-2,1,6.498810,7.133333
WI,6/26/2007,0-2,1,10.883929,12.250000
WI,6/26/2007,0-2,1,10.757738,12.383333
WI EX,6/26/2007,0-1,1,12.208929,14.450000
WI EX,6/26/2007,0-1,1,12.272024,14.500000
WI EX CT,6/26/2007,0-1,1,10.063690,11.450000
WI EX CT,6/26/2007,0-1,1,8.959524,10.383333
FI,6/27/2007,0-2,1,3.722619,4.200000
FI,6/27/2007,0-2,1,4.053869,4.504167
MUD LK,6/27/2007,0-2,1,162.331429,161.520000
ME,7/9/2007,0,1,4.441454,4.796429
ME,7/9/2007,2,1,5.049872,5.485714
ME,7/9/2007,4,1,3.988520,4.357143
ME,7/9/2007,6,1,4.901148,5.407143
ME,7/9/2007,8,1,0.554337,0.671429
ME,7/9/2007,10,1,2.295089,2.665625
ME,7/9/2007,12,1,1.541327,1.842857
ME,7/9/2007,0-2,1,2.622959,2.892857
ME,7/9/2007,0-2,1,7.213138,7.642857
ME,7/9/2007,0-8,1,4.116964,4.521429
MO,7/9/2007,0,1,6.658801,7.360714
MO,7/9/2007,2,1,10.586480,11.078571
MO,7/9/2007,4,1,11.708673,12.428571
MO,7/9/2007,6,1,6.969770,7.803571
MO,7/9/2007,8,1,2.311990,2.925000
MO,7/9/2007,10,1,0.790944,1.439286
MO,7/9/2007,12,1,0.777423,1.432143
MO,7/9/2007,0-2,1,10.505357,11.435714
MO,7/9/2007,0-2,1,7.808036,8.610714
MO,7/9/2007,0-8,1,17.333163,19.714286
FI,7/10/2007,0,1,4.578348,5.237500
FI,7/10/2007,2,1,5.796875,6.487500
FI,7/10/2007,4,1,6.873438,7.750000
FI,7/10/2007,6,1,4.696652,5.662500
FI,7/10/2007,7,1,3.655580,4.556250
FI,7/10/2007,8,1,2.212277,3.006250
FI,7/10/2007,10,1,2.318750,3.156250
FI,7/10/2007,12,1,1.514286,2.137500
FI,7/10/2007,0-2,1,4.933259,5.568750
FI,7/10/2007,0-2,1,5.288170,5.987500
KE,7/11/2007,0-2,1,9.677232,10.943750
WA,7/11/2007,0-2,1,12.350893,14.783333
WI,7/11/2007,0,1,16.499405,18.366667
WI,7/11/2007,1,1,16.341667,18.466667
WI,7/11/2007,2,1,17.067262,18.933333
WI,7/11/2007,0-2,1,17.004167,19.100000
WI,7/11/2007,0-2,1,16.499405,18.366667
WI EX,7/11/2007,0-1,1,12.114286,15.025000
WI EX,7/11/2007,0-1,1,14.385714,17.650000
WI EX CT,7/11/2007,0-1,1,13.770536,15.900000
WI EX CT,7/11/2007,0-1,1,16.089286,18.200000
ME,7/23/2007,0-2,1,4.907908,5.364286
ME,7/23/2007,0-2,1,5.962500,6.535714
ME,7/23/2007,0-8,1,6.286542,6.870861
MO,7/23/2007,0-2,1,6.711756,7.258333
MO,7/23/2007,0-2,1,5.852083,6.404167
MO,7/23/2007,0-8,1,6.214881,6.966667
KE,7/24/2007,0-2,1,12.185268,13.606250
WA,7/24/2007,0-2,1,15.079762,16.958333
WI,7/24/2007,0-2,1,12.634821,14.600000
WI,7/24/2007,0-2,1,12.966071,15.100000
WI EX,7/24/2007,0-1,1,6.435714,7.550000
WI EX,7/24/2007,0-1,1,6.530357,7.775000
WI EX CT,7/24/2007,0-1,1,10.079464,11.800000
WI EX CT,7/24/2007,0-1,1,11.404464,13.325000
FI,7/25/2007,0-2,1,5.205357,5.883333
FI,7/25/2007,0-2,1,5.441964,6.100000
Mud Lake,7/25/2007,0-2,1,21.862500,24.850000
ME,8/6/2007,0,1,8.105485,8.867857
ME,8/6/2007,2,1,7.233418,8.060714
ME,8/6/2007,4,1,7.388903,8.164286
ME,8/6/2007,6,1,6.368112,7.103571
ME,8/6/2007,8,1,3.679241,4.509375
ME,8/6/2007,10,1,1.561607,2.167857
ME,8/6/2007,12,1,0.993750,1.314286
ME,8/6/2007,0-2,1,6.638145,7.350694
ME,8/6/2007,0-2,1,7.902679,8.678571
ME,8/6/2007,0-8,1,6.597959,7.325000
MO,8/7/2007,0,1,5.552381,6.045833
MO,8/7/2007,2,1,6.514583,7.075000
MO,8/7/2007,4,1,7.358482,7.858333
MO,8/7/2007,6,1,5.615476,6.145833
MO,8/7/2007,8,1,2.902381,3.679167
MO,8/7/2007,10,1,-4.156399,2.333333
MO,8/7/2007,12,1,0.488988,1.920833
MO,8/7/2007,0-2,1,6.072917,6.700000
MO,8/7/2007,0-2,1,6.688095,7.212500
MO,8/7/2007,0-8,1,5.930952,6.525000
KE,8/8/2007,0-2,1,21.720536,22.462500
WA,8/8/2007,0-2,1,19.023214,22.083333
WI,8/8/2007,0,1,13.344643,15.216667
WI,8/8/2007,1,1,11.357143,13.066667
WI,8/8/2007,2,1,12.177381,13.916667
WI,8/8/2007,0-2,1,11.830357,13.516667
WI,8/8/2007,0-2,1,12.272024,13.933333
WI EX,8/8/2007,0-1,1,9.085714,10.916667
WI EX,8/8/2007,0-1,1,7.350595,9.133333
WI EX CT,8/8/2007,0-1,1,11.767262,13.416667
WI EX CT,8/8/2007,0-1,1,6.877381,8.100000
FI,8/9/2007,0,1,6.467262,7.491667
FI,8/9/2007,2,1,8.454762,9.350000
FI,8/9/2007,3,1,8.470536,9.500000
FI,8/9/2007,4,1,8.644048,9.866667
FI,8/9/2007,5,1,9.259226,10.541667
FI,8/9/2007,6,1,8.770238,10.475000
FI,8/9/2007,7,1,4.006548,5.066667
FI,8/9/2007,8,1,2.176786,2.891667
FI,8/9/2007,9,1,2.602679,3.400000
FI,8/9/2007,10,1,2.239881,2.825000
FI,8/9/2007,11,1,2.176786,2.900000
FI,8/9/2007,12,1,1.877083,2.416667
FI,8/9/2007,0-2,1,8.943750,9.883333
FI,8/9/2007,0-2,1,7.429464,8.333333
ME,8/20/2007,0-2,1,4.956920,5.490625
ME,8/20/2007,0-2,1,4.034152,4.593750
ME,8/20/2007,0-8,1,4.874107,5.428125
MO,8/20/2007,0-2,1,8.212897,9.166667
MO,8/20/2007,0-2,1,7.581944,8.911111
MO,8/20/2007,0-8,1,8.212897,9.416667
KE,8/21/2007,0-2,1,17.272321,20.037500
WA,8/21/2007,0-2,1,13.549702,15.125000
WI,8/21/2007,0-2,1,12.455000,14.140000
WI,8/21/2007,0-2,1,13.306786,15.250000
WI EX,8/21/2007,0-1,1,15.805357,18.210000
WI EX,8/21/2007,0-1,1,14.215357,16.460000
WI EX CT,8/21/2007,0-1,1,12.738929,14.610000
WI EX CT,8/21/2007,0-1,1,13.193214,15.000000
FI,8/22/2007,0-2,1,8.044643,9.133333
FI,8/22/2007,0-2,1,6.451488,7.491667
Mud Lake,8/22/2007,0-2,1,39.371429,47.400000
ME,9/4/2007,0,1,4.341741,4.775000
ME,9/4/2007,2,1,5.507031,6.021875
ME,9/4/2007,4,1,7.163281,7.628125
ME,9/4/2007,6,1,6.157701,6.793750
ME,9/4/2007,8,1,4.548772,5.137500
ME,9/4/2007,10,1,2.496205,2.996875
ME,9/4/2007,12,1,2.963504,3.478125
ME,9/4/2007,0-2,1,5.909263,6.356250
ME,9/4/2007,0-2,1,4.637500,5.109375
ME,9/4/2007,0-8,1,0.798549,0.856250
MO,9/4/2007,0,1,6.908929,7.368750
MO,9/4/2007,2,1,7.293415,7.771875
MO,9/4/2007,4,1,0.573772,5.987500
MO,9/4/2007,6,1,7.121875,7.643750
MO,9/4/2007,8,1,4.045982,4.793750
MO,9/4/2007,10,1,0.828125,2.375000
MO,9/4/2007,12,1,-6.512612,1.471875
MO,9/4/2007,0-2,1,5.790960,6.262500
MO,9/4/2007,0-2,1,5.548438,6.028125
MO,9/4/2007,0-8,1,8.352232,8.981250
WA,9/5/2007,0-2,1,21.799405,24.050000
WI,9/5/2007,0,1,5.640714,6.400000
WI,9/5/2007,1,1,8.006786,9.020000
WI,9/5/2007,2,1,7.817500,8.860000
WI,9/5/2007,0-2,1,7.893214,8.920000
WI,9/5/2007,0-2,1,7.685000,8.620000
WI EX,9/5/2007,0-1,1,3.047500,3.680000
WI EX,9/5/2007,0-1,1,4.751071,5.590000
WI EX CT,9/5/2007,0-1,1,8.858571,9.880000
WI EX CT,9/5/2007,0-1,1,5.754286,6.670000
KE,9/6/2007,0-2,1,24.820089,26.112500
FI,9/21/2007,0,1,9.956429,11.200000
FI,9/21/2007,2,1,7.978393,9.390000
FI,9/21/2007,4,1,8.536786,9.895000
FI,9/21/2007,6,1,7.618750,9.130000
FI,9/21/2007,8,1,1.533214,2.130000
FI,9/21/2007,10,1,1.448036,1.990000
FI,9/21/2007,0-2,1,11.205714,12.155000
FI,9/21/2007,0-2,1,8.830179,10.120000
ME,10/1/2007,0-2,1,9.814464,11.325000
ME,10/1/2007,0-2,1,11.943929,13.450000
ME,10/1/2007,0-8,1,9.464286,10.865000
WI,10/3/2007,0-2,1,12.824107,14.200000
WI,10/3/2007,0-2,1,12.327232,13.812500
WI CT,10/3/2007,0-1,1,6.861607,7.950000
WI CT,10/3/2007,0-1,1,9.204018,10.212500
WI EX,10/3/2007,0-1,1,4.850446,6.287500
WI EX,10/3/2007,0-1,1,3.241518,4.400000
KE,10/4/2007,0-2,1,13.609643,14.820000
MO,10/4/2007,0-2,1,8.981607,10.675000
MO,10/4/2007,0-2,1,13.079643,15.600000
MO,10/4/2007,0-8,1,15.370000,17.370000
WA,10/4/2007,0-2,1,7.654241,9.056250
FI,10/10/2007,0,1,3.785714,4.350000
FI,10/10/2007,2,1,4.424554,5.056250
FI,10/10/2007,4,1,5.021987,5.746875
FI,10/10/2007,6,1,4.513281,5.103125
FI,10/10/2007,8,1,0.857701,1.481250
FI,10/10/2007,10,1,-4.702567,1.781250
FI,10/10/2007,0-2,1,3.507701,4.062500
FI,10/10/2007,0-2,1,4.389063,4.953125
ME,10/29/2007,0-2,1,2.029563,2.480556
ME ,10/29/2007,0-2,1,1.382837,1.719444
ME ,10/29/2007,0-8,1,1.440675,1.819444
MO,10/29/2007,0-2,1,5.921939,7.639286
MO,10/29/2007,0-2,1,5.218878,7.025000
MO,10/29/2007,0-8,1,5.854337,7.578571
FI,10/30/2007,0,1,4.315714,4.895000
FI,10/30/2007,2,1,4.221071,4.775000
FI,10/30/2007,4,1,4.249464,4.880000
FI,10/30/2007,6,1,3.861429,4.485000
FI,10/30/2007,8,1,8.953214,9.640000
FI,10/30/2007,10,1,4.523929,5.110000
FI,10/30/2007,12,1,-3.359821,1.435000
FI,10/30/2007,0-2,1,5.735357,6.370000
FI,10/30/2007,0-2,1,5.896250,6.490000
KE ,10/31/2007,0-2,1,6.467262,7.250000
WI,10/31/2007,0-2,1,11.798810,13.266667
WI,10/31/2007,0-2,1,12.792560,13.925000
WI CT,10/31/2007,0-1,1,12.530714,13.820000
WI CT,10/31/2007,0-1,1,12.966071,14.270000
WI EX,10/31/2007,0-1,1,4.448214,5.340000
WI EX,10/31/2007,0-1,1,4.486071,5.260000
ME ,11/26/2007,0-2,1,0.842321,1.155000
ME ,11/26/2007,0-2,1,0.918036,1.250000
ME ,11/26/2007,0-8,1,0.761875,1.050000
MO,11/26/2007,0-2,1,2.420153,3.400000
MO,11/26/2007,0-2,1,2.913648,4.000000
MO,11/26/2007,0-8,1,2.631071,3.530000
FI,11/28/2007,0,1,6.625000,7.325000
FI,11/28/2007,2,1,6.327551,7.178571
FI,11/28/2007,4,1,7.963520,9.464286
FI,11/28/2007,6,1,6.070663,6.778571
FI,11/28/2007,8,1,7.436224,8.235714
FI,11/28/2007,10,1,6.834566,7.535714
FI,11/28/2007,12,1,4.596939,5.321429
FI,11/28/2007,0-2,1,7.104974,7.882143
FI,11/28/2007,0-2,1,6.111224,6.853571
MO,    5/29/2007,0-2,1,4.902500,5.630000
WA,10/31/2007,0-2,1,12.429762,14.016667
WI,04/15/2008,0-2,1,19.969643,20.316667
ME,05/28/2008,0-2,1,0.861250,1.007500
MO,02/18/2008,0-8,1,0.889643,1.082500
KE,05/30/2008,0-2,1,4.183214,4.472500
FI,05/16/2008,0-2,1,7.090327,6.791667
WXC,05/13/2008,0-1,1,9.148810,10.716667
WI,02/18/2008,0-2,1,1.622449,2.126190
MO,05/14/2008,0-2,1,1.353393,1.860000
ME,04/14/2008,0-8,1,15.824286,21.010000
ME,05/12/2008,0-8,1,2.583750,3.045000
WA,05/14/2008,0-2,1,3.042768,3.730000
ME,02/13/2008,0-2,1,1.575804,1.875000
ME,05/12/2008,0-2,1,1.788750,2.100000
MO,02/18/2008,0-2,1,2.361339,2.645000
MO,05/28/2008,0-8,1,2.730446,2.777500
WI,05/29/2008,0-2,1,5.359152,5.931250
MO,04/17/2008,0-2,1,16.467857,19.700000
WX,04/15/2008,0-1,1,13.250000,13.991667
WXC,04/29/2008,0-1,1,18.029464,18.333333
ME,04/28/2008,0-8,1,7.921607,9.065000
WA,05/30/2008,0-2,1,1.343929,1.637500
WXC,05/29/2008,0-1,1,7.157366,7.462500
ME,02/13/2008,0-2,1,1.533214,1.660000
WI,04/29/2008,0-2,1,15.079762,17.275000
FI,05/27/2008,0-2,1,8.009152,8.400000
KE,02/29/2008,0-2,1,0.795000,1.037500
MO,05/28/2008,0-2,1,2.517500,2.595000
FI,05/02/2008,0-2,1,17.840179,18.675000
WA,04/17/2008,0-2,1,24.954167,26.766667
MO,04/17/2008,0-8,1,11.622143,12.100000
WI,05/13/2008,0-2,1,2.981250,3.283333
MO,02/18/2008,0-2,1,2.290357,2.700000
FI,04/18/2008,0-2,1,12.038571,13.760000
MO,04/17/2008,0-2,1,16.657143,19.400000
WI,04/15/2008,0-2,1,18.392262,19.600000
ME,05/12/2008,0-2,1,1.585268,1.900000
MO,05/28/2008,0-2,1,1.954375,2.122500
ME,04/14/2008,0-2,1,12.076429,12.670000
ME,05/28/2008,0-8,1,0.927500,1.027500
FI,05/27/2008,0-2,1,10.446205,10.300000
WI,05/29/2008,0-2,1,2.851116,3.418750
WX,05/29/2008,0-1,1,8.375893,8.787500
KE,04/30/2008,0-2,1,18.550000,19.800000
ME,04/28/2008,0-2,1,3.061696,3.502500
WI,04/29/2008,0-2,1,12.981845,14.991667
WA,02/29/2008,0-2,1,2.347143,2.692500
WXC,05/29/2008,0-1,1,5.844196,6.106250
WX,04/29/2008,0-1,1,15.158631,15.725000
WX,04/15/2008,0-1,1,16.641369,17.316667
ME,02/13/2008,0-8,1,0.780804,0.872500
WXC,05/13/2008,0-1,1,4.826786,5.916667
MO,05/14/2008,0-8,1,1.916518,2.055000
WI,05/13/2008,0-2,1,3.217857,3.316667
WA,04/30/2008,0-2,1,11.404464,13.100000
FI,02/22/2008,0-2,1,8.612500,8.265000
MO,04/30/2008,0-8,1,3.747857,5.830000
MO,04/30/2008,0-2,1,5.427768,6.007500
WX,05/29/2008,0-1,1,7.382143,8.037500
WX,04/29/2008,0-1,1,13.439286,14.916667
FI,05/02/2008,0-2,1,15.237500,18.225000
WXC,04/29/2008,0-1,1,11.451786,13.308333
ME,04/14/2008,0-2,1,25.288571,25.960000
MO,05/14/2008,0-2,1,1.750893,2.020000
WX,05/13/2008,0-1,1,3.943452,5.400000
KE,05/14/2008,0-2,1,1.537946,1.927500
WI,02/18/2008,0-2,1,1.547411,2.077500
ME,04/28/2008,0-2,1,3.762054,4.175000
FI,04/18/2008,0-2,1,12.000714,12.980000
ME,05/28/2008,0-2,1,0.724018,0.857500
FI,05/16/2008,0-2,1,8.297024,8.441667
KE,04/17/2008,0-2,1,15.559286,17.420000
WX,05/13/2008,0-1,1,4.952976,6.341667
WXC,04/15/2008,0-1,1,17.982143,20.025000
MO,04/30/2008,0-2,1,6.719643,6.860000
FI,02/22/2008,0-2,1,5.607589,5.532500
ME,06/09/2008,2,1,1.173571,1.447500
ME,06/09/2008,0,1,1.277679,1.565000
FI,06/13/2008,10,,1.549777,1.843750
WI,06/11/2008,0-2,,18.644643,20.025000
WI,06/11/2008,0-2,,18.171429,19.758333
WI,06/11/2008,2,1,18.833929,25.200000
MO,06/10/2008,0-8,1,4.978214,5.162500
ME,06/09/2008,12,1,0.709821,1.172500
FI,06/13/2008,6,1,5.773214,12.825000
FI,06/13/2008,0,1,13.782366,14.300000
FI,06/13/2008,0-2,1,13.971652,14.325000
MO,06/10/2008,0-2,1,2.479643,2.685000
ME,06/09/2008,10,1,0.657768,1.025000
MO,06/10/2008,0-2,1,3.530179,3.845000
FI,06/13/2008,9,1,3.194196,4.681250
FI,06/13/2008,2,1,8.269420,8.725000
ME,06/09/2008,4,1,1.334464,1.662500
ME,06/09/2008,0-2,1,1.060000,1.377500
KE,06/12/2008,0-2,1,9.379107,9.725000
ME,06/09/2008,0-2,1,0.913304,1.210000
FI,06/13/2008,0-2,1,9.286830,9.606250
MO,06/10/2008,6,1,1.675179,1.965000
MO,06/10/2008,10,1,0.534732,1.090000
FI,06/13/2008,4,1,11.759375,12.300000
ME,06/09/2008,0-8,1,1.471079,1.872283
FI,06/13/2008,7,1,9.334152,9.593750
MO,06/10/2008,2,1,1.689375,1.882500
WI,06/11/2008,0,1,12.934524,18.333333
ME,06/09/2008,8,1,0.709821,0.912500
WI,06/11/2008,1,1,16.183929,22.050000
ME,06/09/2008,6,1,1.097857,1.452500
MO,06/10/2008,8,1,2.219375,2.537500
WXC,06/11/2008,0-1,1,31.957738,34.933333
WX,06/11/2008,0-1,1,11.041667,12.158333
WX,06/11/2008,0-1,1,11.972321,12.908333
WA,06/12/2008,0-2,1,8.044643,8.395000
MO,06/10/2008,0,1,2.408661,2.585000
MO,06/10/2008,4,1,2.725714,2.917500
FI,06/13/2008,8,1,8.908259,9.006250
WXC,06/11/2008,0-1,1,33.408929,33.800000
MO,06/10/2008,12,1,0.525268,1.005000
ME,06/23/2008,0-2,1,10.356633,17.800000
ME,06/23/2008,0-8,1,5.624490,10.000000
ME,06/23/2008,0-2,1,7.422704,8.435714
MO,06/24/2008,0-2,1,4.651696,5.125000
MO,06/24/2008,0-2,1,8.517857,11.580000
MO,06/24/2008,0-8,1,6.142321,7.350000
WI,06/25/2008,0-2,1,6.356845,7.650000
WI,06/25/2008,0-2,1,7.224405,8.483333
WX,06/25/2008,0-2,1,3.691071,5.091667
WX,06/25/2008,0-2,1,3.407143,4.550000
WXC,06/25/2008,0-2,1,6.972024,8.341667
WXC,06/25/2008,0-2,1,6.987798,8.175000
KE,06/26/2008,0-2,1,8.912202,11.083333
WA,06/26/2008,0-2,1,5.224286,6.425000
FI,06/27/2008,0-2,1,6.388393,7.150000
FI,06/27/2008,0-2,1,9.677232,10.425000
ME,07/07/2008,0-2,1,15.251020,20.000000
ME,07/07/2008,0-2,1,11.897959,14.285714
ME,07/07/2008,0-8,1,8.788265,11.035714
ME,07/07/2008,0,1,21.470408,30.200000
ME,07/07/2008,2,1,12.682143,25.500000
ME,07/07/2008,4,1,1.602168,1.857143
ME,07/07/2008,6,1,0.642219,0.760714
ME,07/07/2008,8,1,0.304209,0.403571
ME,07/07/2008,10,1,0.338010,0.592857
ME,07/07/2008,12,1,0.189286,0.292857
MO,07/08/2008,0-2,1,12.833571,15.610000
MO,07/08/2008,0-2,1,11.451786,12.820000
MO,07/08/2008,0-8,1,8.233929,9.415000
MO,07/08/2008,0,1,13.041786,17.040000
MO,07/08/2008,2,1,12.966071,22.150000
MO,07/08/2008,4,1,4.036518,4.665000
MO,07/08/2008,6,1,0.913304,1.332500
MO,07/08/2008,8,1,0.813929,1.235000
MO,07/08/2008,10,1,0.416429,0.622500
MO,07/08/2008,12,1,0.345446,0.517500
KE,07/09/2008,0-2,1,3.146875,3.452500
WA,07/09/2008,0-2,1,21.460268,26.337500
WI,07/09/2008,0-2,1,7.508333,9.183333
WI,07/09/2008,0-2,1,6.798512,8.450000
WI,07/09/2008,0,1,7.886905,11.475000
WI,07/09/2008,1,1,10.142560,12.791667
WI,07/09/2008,2,1,9.495833,12.016667
WX,07/09/2008,0-1,1,26.500000,30.200000
WX,07/09/2008,0-1,1,27.761905,47.333333
WXC,07/09/2008,0-1,1,5.631250,7.208333
WXC,07/09/2008,0-1,1,10.568452,13.341667
FI,07/10/2008,0-2,1,7.181027,8.375000
FI,07/10/2008,0-2,1,5.018272,5.837209
FI,07/10/2008,0,1,9.511607,11.250000
FI,07/10/2008,2,1,6.908929,8.068750
FI,07/10/2008,4,1,8.316741,9.762500
FI,07/10/2008,6,1,0.993750,2.125000
FI,07/10/2008,7,1,0.674330,1.337500
FI,07/10/2008,8,1,1.088393,2.650000
FI,07/10/2008,9,1,0.686161,1.168750
FI,07/10/2008,10,1,0.402232,0.893750
FI,07/10/2008,11,1,0.248438,0.537500
FI,07/10/2008,12,1,0.662500,1.737500
ME,07/21/2008,0-2,1,11.979082,13.728571
ME,07/21/2008,0-2,1,13.195918,15.135714
ME,07/21/2008,0-8,1,11.262500,13.142857
MO,07/21/2008,0-2,1,11.508571,15.800000
MO,07/21/2008,0-2,1,17.584643,20.020000
MO,07/21/2008,0-8,1,14.347857,20.450000
WA,07/22/2008,0-2,1,13.723214,19.060000
KE,07/22/2008,0-2,1,15.502500,21.120000
WI,07/22/2008,0-2,1,2.492262,2.841667
WI,07/22/2008,0-2,1,4.542857,5.600000
WX,07/22/2008,0-1,1,6.655045,8.055556
WX,07/22/2008,0-1,1,8.975298,11.008333
WXC,07/22/2008,0-1,1,8.157948,9.929577
WXC,07/22/2008,0-1,1,4.779464,5.916667
FI,07/23/2008,0-2,1,9.014732,10.587500
FI,07/23/2008,0-2,1,11.191518,13.268750
ME,08/04/2008,0-2,1,5.340561,6.510714
ME,08/04/2008,0-2,1,12.141327,13.685714
ME,08/04/2008,0-8,1,16.359694,20.428571
ME,08/04/2008,0,1,12.357653,14.085714
ME,08/04/2008,2,1,11.749235,13.678571
ME,08/04/2008,4,1,7.679592,14.814286
ME,08/04/2008,6,1,4.008801,5.285714
ME,08/04/2008,8,1,0.973469,1.632143
ME,08/04/2008,10,1,0.635459,1.085714
ME,08/04/2008,12,1,0.594898,0.942857
MO,08/05/2008,0,1,12.303571,14.906250
MO,08/05/2008,0-2,1,9.748214,15.187500
MO,08/05/2008,0-2,1,11.617411,16.500000
MO,08/05/2008,0-8,1,12.611161,16.187500
MO,08/05/2008,2,1,13.865179,23.525000
MO,08/05/2008,4,1,11.073214,12.000000
MO,08/05/2008,6,1,9.038393,10.393750
MO,08/05/2008,8,1,2.070313,2.762500
MO,08/05/2008,10,1,1.064732,1.546875
MO,08/05/2008,12,1,1.543862,1.946875
WA,08/06/2008,0-2,1,23.897321,32.675000
KE,08/06/2008,0-2,1,23.376786,25.900000
WI,08/06/2008,0-2,1,4.558631,5.391667
WI,08/06/2008,0-2,1,6.451488,7.541667
WI,08/06/2008,0,1,8.943750,10.175000
WI,08/06/2008,1,1,5.489286,6.558333
WI,08/06/2008,2,1,8.549405,9.700000
WX,08/06/2008,0-1,1,5.647024,5.525000
WX,08/06/2008,0-1,1,4.621726,5.983333
WXC,08/06/2008,0-1,1,6.167560,7.266667
WXC,08/06/2008,0-1,1,7.902679,9.233333
