id,decade,year,variable,value
CB,1989,1989,doc,208
CB,1989,1990,doc,157.3125
CB,1989,1991,doc,150.846153846154
CB,1992,1992,doc,196.357142857143
CB,1992,1993,doc,180
CB,1992,1994,doc,163.055555555556
CB,1995,1995,doc,184.95
CB,1995,1996,doc,170.235294117647
CB,1995,1997,doc,183.8
CB,1998,1998,doc,163.352941176471
CB,1998,1999,doc,172.388888888889
CB,1998,2000,doc,174.125
CB,2001,2001,doc,194.733333333333
CB,2001,2002,doc,168.222222222222
CB,2001,2003,doc,181.631578947368
CB,2004,2004,doc,170.166666666667
CB,2004,2005,doc,174.785714285714
CB,2004,2006,doc,164.1875
CB,2007,2007,doc,188
CB,2007,2008,doc,185.736842105263
CB,2007,2009,doc,185.5625
CB,2010,2010,doc,184
CB,2010,2011,doc,133.090909090909
CB,2010,2012,doc,189.8125
CB,2013,2013,doc,177.470588235294
CB,2013,2014,doc,176.3125
CB,2013,2015,doc,166.941176470588
CR,1983,1985,doc,234
CR,1986,1986,doc,186.818181818182
CR,1986,1987,doc,161.769230769231
CR,1986,1988,doc,160.214285714286
CR,1989,1989,doc,221.4
CR,1989,1990,doc,174.272727272727
CR,1989,1991,doc,148.1
CR,1992,1992,doc,177
CR,1992,1993,doc,185.384615384615
CR,1992,1994,doc,171.461538461538
CR,1995,1995,doc,160.857142857143
CR,1995,1996,doc,175.666666666667
CR,1995,1997,doc,176.727272727273
CR,1998,1998,doc,158.461538461538
CR,1998,1999,doc,139.7
CR,1998,2000,doc,174.142857142857
CR,2001,2001,doc,175.363636363636
CR,2001,2002,doc,175.5
CR,2001,2003,doc,174.363636363636
CR,2004,2004,doc,161.545454545455
CR,2004,2005,doc,161.916666666667
CR,2004,2006,doc,162
CR,2007,2007,doc,183.166666666667
CR,2007,2008,doc,164.538461538462
CR,2007,2009,doc,168.769230769231
CR,2010,2010,doc,168.25
CR,2010,2011,doc,133
CR,2010,2012,doc,179.882352941176
CR,2013,2013,doc,178.928571428571
CR,2013,2014,doc,164.818181818182
CR,2013,2015,doc,156.384615384615
FI,1995,1996,doc,159.444444444444
FI,1995,1997,doc,208.833333333333
FI,1998,1998,doc,189.75
FI,1998,1999,doc,207.5
FI,1998,2000,doc,201.357142857143
FI,2001,2001,doc,186.733333333333
FI,2001,2002,doc,205.888888888889
FI,2001,2003,doc,196.666666666667
FI,2004,2004,doc,181
FI,2004,2005,doc,191.1
FI,2004,2006,doc,226.5
FI,2007,2007,doc,231.888888888889
FI,2007,2008,doc,163.7
FI,2007,2009,doc,217.777777777778
FI,2010,2010,doc,172.125
FI,2010,2011,doc,118.25
FI,2010,2012,doc,215.181818181818
FI,2013,2013,doc,202.8
FI,2013,2014,doc,193.777777777778
FI,2013,2015,doc,175.7
ME,1995,1996,doc,203.444444444444
ME,1995,1997,doc,220.714285714286
ME,1998,1998,doc,207.363636363636
ME,1998,1999,doc,211.727272727273
ME,1998,2000,doc,202.916666666667
ME,2001,2001,doc,196.666666666667
ME,2001,2002,doc,187.818181818182
ME,2001,2003,doc,211.363636363636
ME,2004,2004,doc,188.555555555556
ME,2004,2005,doc,166.375
ME,2004,2006,doc,219.222222222222
ME,2007,2007,doc,180.692307692308
ME,2007,2008,doc,188.625
ME,2007,2009,doc,213.166666666667
ME,2010,2010,doc,171.181818181818
ME,2010,2011,doc,141
ME,2010,2012,doc,194.8
ME,2013,2013,doc,202.1
ME,2013,2014,doc,185.8
ME,2013,2015,doc,186.777777777778
MO,1995,1996,doc,178.636363636364
MO,1995,1997,doc,211.9
MO,1998,1998,doc,215.25
MO,1998,1999,doc,212.083333333333
MO,1998,2000,doc,214.285714285714
MO,2001,2001,doc,207.588235294118
MO,2001,2002,doc,204.727272727273
MO,2001,2003,doc,201.166666666667
MO,2004,2004,doc,180
MO,2004,2005,doc,183.333333333333
MO,2004,2006,doc,219
MO,2007,2007,doc,180.785714285714
MO,2007,2008,doc,166
MO,2007,2009,doc,197.333333333333
MO,2010,2010,doc,154.333333333333
MO,2010,2011,doc,101.857142857143
MO,2010,2012,doc,214.666666666667
MO,2013,2013,doc,191.777777777778
MO,2013,2014,doc,203.8
MO,2013,2015,doc,183.5
SP,1983,1985,doc,231
SP,1986,1986,doc,186.545454545455
SP,1986,1987,doc,165.090909090909
SP,1986,1988,doc,170.307692307692
SP,1989,1989,doc,219.25
SP,1989,1990,doc,157
SP,1989,1991,doc,167.2
SP,1992,1992,doc,155.75
SP,1992,1993,doc,165.416666666667
SP,1992,1994,doc,174.857142857143
SP,1995,1995,doc,185
SP,1995,1996,doc,171.2
SP,1995,1997,doc,176.090909090909
SP,1998,1998,doc,179
SP,1998,1999,doc,176
SP,1998,2000,doc,172.230769230769
SP,2001,2001,doc,166.857142857143
SP,2001,2002,doc,184.533333333333
SP,2001,2003,doc,165.692307692308
SP,2004,2004,doc,174.571428571429
SP,2004,2005,doc,174.846153846154
SP,2004,2006,doc,151.846153846154
SP,2007,2007,doc,159.642857142857
SP,2007,2008,doc,174.307692307692
SP,2007,2009,doc,179.533333333333
SP,2010,2010,doc,168.166666666667
SP,2010,2011,doc,135.833333333333
SP,2010,2012,doc,166.857142857143
SP,2013,2013,doc,183.538461538462
SP,2013,2014,doc,160.272727272727
SP,2013,2015,doc,178.666666666667
TB,1983,1985,doc,233
TB,1986,1986,doc,193
TB,1986,1987,doc,165.545454545455
TB,1986,1988,doc,165.166666666667
TB,1989,1989,doc,218.9
TB,1989,1990,doc,174
TB,1989,1991,doc,195.5
TB,1992,1992,doc,168.769230769231
TB,1992,1993,doc,149.466666666667
TB,1992,1994,doc,182
TB,1995,1995,doc,179.666666666667
TB,1995,1996,doc,177.363636363636
TB,1995,1997,doc,192.4
TB,1998,1998,doc,149.214285714286
TB,1998,1999,doc,172.333333333333
TB,1998,2000,doc,190.307692307692
TB,2001,2001,doc,191.25
TB,2001,2002,doc,152.294117647059
TB,2001,2003,doc,188.4
TB,2004,2004,doc,166.384615384615
TB,2004,2005,doc,168.583333333333
TB,2004,2006,doc,159.181818181818
TB,2007,2007,doc,169.666666666667
TB,2007,2008,doc,181.571428571429
TB,2007,2009,doc,167.733333333333
TB,2010,2010,doc,181.636363636364
TB,2010,2011,doc,150.9
TB,2010,2012,doc,171
TB,2013,2013,doc,192.916666666667
TB,2013,2014,doc,174.666666666667
TB,2013,2015,doc,167.25
TR,1983,1985,doc,232
TR,1986,1986,doc,193.666666666667
TR,1986,1987,doc,172.846153846154
TR,1986,1988,doc,155.846153846154
TR,1989,1989,doc,210.428571428571
TR,1989,1990,doc,173.272727272727
TR,1989,1991,doc,170.333333333333
TR,1992,1992,doc,181.307692307692
TR,1992,1993,doc,164.384615384615
TR,1992,1994,doc,178.571428571429
TR,1995,1995,doc,160
TR,1995,1996,doc,161.272727272727
TR,1995,1997,doc,168.642857142857
TR,1998,1998,doc,167.181818181818
TR,1998,1999,doc,170.230769230769
TR,1998,2000,doc,177.454545454545
TR,2001,2001,doc,174.615384615385
TR,2001,2002,doc,177.266666666667
TR,2001,2003,doc,201.133333333333
TR,2004,2004,doc,175.75
TR,2004,2005,doc,179.307692307692
TR,2004,2006,doc,163.5
TR,2007,2007,doc,174.266666666667
TR,2007,2008,doc,183.333333333333
TR,2007,2009,doc,162.266666666667
TR,2010,2010,doc,181.571428571429
TR,2010,2011,doc,136.166666666667
TR,2010,2012,doc,156.666666666667
TR,2013,2013,doc,185.846153846154
TR,2013,2014,doc,168.333333333333
TR,2013,2015,doc,159
WI,1995,1996,doc,193.307692307692
WI,1995,1997,doc,171.235294117647
WI,1998,1998,doc,187.125
WI,1998,1999,doc,215.888888888889
WI,1998,2000,doc,200.1
WI,2001,2001,doc,193
WI,2001,2002,doc,195.882352941176
WI,2001,2003,doc,219.666666666667
WI,2004,2004,doc,163.928571428571
WI,2004,2005,doc,194.352941176471
WI,2004,2006,doc,203.923076923077
WI,2007,2007,doc,213.384615384615
WI,2007,2008,doc,178
WI,2007,2009,doc,180.933333333333
WI,2010,2010,doc,170.25
WI,2010,2011,doc,110.25
WI,2010,2012,doc,195.625
WI,2013,2013,doc,201.142857142857
WI,2013,2014,doc,207.5
WI,2013,2015,doc,187.666666666667
